"Gene.Ontology.ID","Gene.name","Uniprot.ID"
"GO:0016874","aas","E1WAQ3"
"GO:0005524","aas","E1WAQ3"
"GO:0005886","aas","E1WAQ3"
"GO:0016740","aas","E1WAQ3"
"GO:0016021","aas","E1WAQ3"
"GO:0008654","aas","E1WAQ3"
"GO:0006631","aas","E1WAQ3"
"GO:0000166","aas","E1WAQ3"
"GO:0008152","aas","E1WAQ3"
"GO:0008779","aas","E1WAQ3"
"GO:0016020","aas","E1WAQ3"
"GO:0003824","aas","E1WAQ3"
"GO:0016740","aat","E1W6Y7"
"GO:0005737","aat","E1W6Y7"
"GO:0008914","aat","E1W6Y7"
"GO:0030163","aat","E1W6Y7"
"GO:0006633","accA","E1W8A4"
"GO:0000166","accA","E1W8A4"
"GO:0005737","accA","E1W8A4"
"GO:0016874","accA","E1W8A4"
"GO:0009317","accA","E1W8A4"
"GO:0005524","accA","E1W8A4"
"GO:0003989","accA","E1W8A4"
"GO:0016740","accA","E1W8A4"
"GO:0006631","accA","E1W8A4"
"GO:0016743","accA","E1W8A4"
"GO:2001295","accA","E1W8A4"
"GO:0006629","accA","E1W8A4"
"GO:0022857","acrA","E1W8Y5"
"GO:0005215","acrA","E1W8Y5"
"GO:0016020","acrA","E1W8Y5"
"GO:0003677","acrR","E1W8Y6"
"GO:0016301","adk","E1W8Z6"
"GO:0006139","adk","E1W8Z6"
"GO:0044209","adk","E1W8Z6"
"GO:0009165","adk","E1W8Z6"
"GO:0000166","adk","E1W8Z6"
"GO:0005524","adk","E1W8Z6"
"GO:0046940","adk","E1W8Z6"
"GO:0016310","adk","E1W8Z6"
"GO:0005737","adk","E1W8Z6"
"GO:0016740","adk","E1W8Z6"
"GO:0052689","aes","E1W8Z8"
"GO:0016787","aes","E1W8Z8"
"GO:0005737","aes","E1W8Z8"
"GO:0016491","ahpC","E1W9A9"
"GO:0005737","ahpC","E1W9A9"
"GO:0016209","ahpC","E1W9A9"
"GO:0006979","ahpC","E1W9A9"
"GO:0004601","ahpC","E1W9A9"
"GO:0098869","ahpC","E1W9A9"
"GO:0045454","ahpC","E1W9A9"
"GO:0005623","ahpC","E1W9A9"
"GO:0055114","ahpC","E1W9A9"
"GO:0051920","ahpC","E1W9A9"
"GO:0015035","ahpF","E1W9B0"
"GO:0008785","ahpF","E1W9B0"
"GO:0045454","ahpF","E1W9B0"
"GO:0022900","ahpF","E1W9B0"
"GO:0005623","ahpF","E1W9B0"
"GO:0016491","ahpF","E1W9B0"
"GO:0009055","ahpF","E1W9B0"
"GO:0051287","ahpF","E1W9B0"
"GO:0055114","ahpF","E1W9B0"
"GO:0050660","ahpF","E1W9B0"
"GO:0016787","allA","E1W923"
"GO:0000256","allA","E1W923"
"GO:0006144","allA","E1W923"
"GO:0016829","allA","E1W923"
"GO:0006145","allA","E1W923"
"GO:0006144","allB","E1W930"
"GO:0000256","allB","E1W930"
"GO:0016787","allB","E1W930"
"GO:0050897","allB","E1W930"
"GO:0008270","allB","E1W930"
"GO:0046872","allB","E1W930"
"GO:0016787","allC","E1W934"
"GO:0009442","allC","E1W934"
"GO:0000256","allC","E1W934"
"GO:0042803","allC","E1W934"
"GO:0030145","allC","E1W934"
"GO:0046872","allC","E1W934"
"GO:0016491","allD","E1W935"
"GO:0055114","allD","E1W935"
"GO:1903506","allR","E1W924"
"GO:0003677","allR","E1W924"
"GO:0010468","allR","E1W924"
"GO:2000112","allR","E1W924"
"GO:0009253","ampD","E1W818"
"GO:0008745","ampD","E1W818"
"GO:0016787","ampD","E1W818"
"GO:0071555","ampD","E1W818"
"GO:0046872","ampD","E1W818"
"GO:0005737","ampD","E1W818"
"GO:0016021","ampE","E1W819"
"GO:0016020","ampE","E1W819"
"GO:0005215","ampG","E1W8V4"
"GO:0016021","ampG","E1W8V4"
"GO:0016020","ampG","E1W8V4"
"GO:0015696","amtB","E1W8X3"
"GO:0016021","amtB","E1W8X3"
"GO:0016020","amtB","E1W8X3"
"GO:0008519","amtB","E1W8X3"
"GO:0072488","amtB","E1W8X3"
"GO:0009116","apt","E1W8Z1"
"GO:0006166","apt","E1W8Z1"
"GO:0016740","apt","E1W8Z1"
"GO:0044209","apt","E1W8Z1"
"GO:0005737","apt","E1W8Z1"
"GO:0006168","apt","E1W8Z1"
"GO:0016853","araA","E1W7X4"
"GO:0046872","araA","E1W7X4"
"GO:0030145","araA","E1W7X4"
"GO:0016860","araA","E1W7X4"
"GO:0005737","araA","E1W7X4"
"GO:0019569","araA","E1W7X4"
"GO:0019568","araA","E1W7X4"
"GO:0005996","araA","E1W7X4"
"GO:0005975","araA","E1W7X4"
"GO:0005737","araC","E1W7X6"
"GO:2000112","araC","E1W7X6"
"GO:0003677","araC","E1W7X6"
"GO:0003700","araC","E1W7X6"
"GO:0043565","araC","E1W7X6"
"GO:1903506","araC","E1W7X6"
"GO:0010468","araC","E1W7X6"
"GO:0005215","araJ","E1W8Q5"
"GO:0016020","araJ","E1W8Q5"
"GO:0016021","araJ","E1W8Q5"
"GO:0006526","argA","E1WAN5"
"GO:0103045","argA","E1WAN5"
"GO:0016740","argA","E1WAN5"
"GO:0008080","argA","E1WAN5"
"GO:0005737","argA","E1WAN5"
"GO:0004042","argA","E1WAN5"
"GO:0008652","argA","E1WAN5"
"GO:0003849","aroG","E1W9P8"
"GO:0016740","aroG","E1W9P8"
"GO:0003824","aroG","E1W9P8"
"GO:0008652","aroG","E1W9P8"
"GO:0009073","aroG","E1W9P8"
"GO:0009058","aroG","E1W9P8"
"GO:0009423","aroG","E1W9P8"
"GO:0000287","aroL","E1W8P9"
"GO:0008652","aroL","E1W8P9"
"GO:0000166","aroL","E1W8P9"
"GO:0009073","aroL","E1W8P9"
"GO:0005737","aroL","E1W8P9"
"GO:0016740","aroL","E1W8P9"
"GO:0005524","aroL","E1W8P9"
"GO:0016301","aroL","E1W8P9"
"GO:0046872","aroL","E1W8P9"
"GO:0009423","aroL","E1W8P9"
"GO:0016310","aroL","E1W8P9"
"GO:0005886","aroP","E1W822"
"GO:0005215","aroP","E1W822"
"GO:0022857","aroP","E1W822"
"GO:0016020","aroP","E1W822"
"GO:0016021","aroP","E1W822"
"GO:0006865","aroP","E1W822"
"GO:0015424","artP","E1W6W1"
"GO:0005524","artP","E1W6W1"
"GO:0003333","artP","E1W6W1"
"GO:0000166","artP","E1W6W1"
"GO:0016020","artQ","E1W6V9"
"GO:0043190","artQ","E1W6V9"
"GO:0005215","artQ","E1W6V9"
"GO:0016021","artQ","E1W6V9"
"GO:0005886","artQ","E1W6V9"
"GO:0022857","artQ","E1W6V9"
"GO:0005524","barA","E1WAK4"
"GO:0016310","barA","E1WAK4"
"GO:0004673","barA","E1WAK4"
"GO:0000155","barA","E1WAK4"
"GO:0016740","barA","E1WAK4"
"GO:0016020","barA","E1WAK4"
"GO:0018106","barA","E1WAK4"
"GO:0000160","barA","E1WAK4"
"GO:0016021","barA","E1WAK4"
"GO:0000166","barA","E1WAK4"
"GO:0016301","barA","E1WAK4"
"GO:0023014","barA","E1WAK4"
"GO:0007165","barA","E1WAK4"
"GO:0043711","bcfB","E1W7P5"
"GO:0030288","bcfB","E1W7P5"
"GO:0061077","bcfB","E1W7P5"
"GO:0071555","bcfB","E1W7P5"
"GO:0009297","bcfC","E1W7P6"
"GO:0016020","bcfC","E1W7P6"
"GO:0009279","bcfC","E1W7P6"
"GO:0016021","bcfC","E1W7P6"
"GO:0015473","bcfC","E1W7P6"
"GO:0030170","bioA","E1W9T1"
"GO:0003824","bioA","E1W9T1"
"GO:0016740","bioA","E1W9T1"
"GO:0009102","bioA","E1W9T1"
"GO:0005737","bioA","E1W9T1"
"GO:0008483","bioA","E1W9T1"
"GO:0009102","bioB","E1W9T2"
"GO:0051536","bioB","E1W9T2"
"GO:0005506","bioB","E1W9T2"
"GO:0016740","bioB","E1W9T2"
"GO:0003824","bioB","E1W9T2"
"GO:0046872","bioB","E1W9T2"
"GO:0016740","bioC","E1W9T4"
"GO:0008168","bioC","E1W9T4"
"GO:0010340","bioC","E1W9T4"
"GO:0032259","bioC","E1W9T4"
"GO:0102130","bioC","E1W9T4"
"GO:0009102","bioC","E1W9T4"
"GO:0016874","bioD","E1W9T5"
"GO:0000166","bioD","E1W9T5"
"GO:0005737","bioD","E1W9T5"
"GO:0005524","bioD","E1W9T5"
"GO:0000166","bioD","E1W9T5"
"GO:0009102","bioD","E1W9T5"
"GO:0000287","bioD","E1W9T5"
"GO:0005524","bioD","E1W9T5"
"GO:0046872","bioD","E1W9T5"
"GO:0000287","bioD","E1W9T5"
"GO:0005737","bioD","E1W9T5"
"GO:0016874","bioD","E1W9T5"
"GO:0046872","bioD","E1W9T5"
"GO:0009102","bioD","E1W9T5"
"GO:0006865","brnQ","E1W8R0"
"GO:0015803","brnQ","E1W8R0"
"GO:0005215","brnQ","E1W8R0"
"GO:0005886","brnQ","E1W8R0"
"GO:0015658","brnQ","E1W8R0"
"GO:0016021","brnQ","E1W8R0"
"GO:0016020","brnQ","E1W8R0"
"GO:0042597","btuF","E1W878"
"GO:0031419","btuF","E1W878"
"GO:0055114","caiA","E1W7U7"
"GO:0003995","caiA","E1W7U7"
"GO:0009437","caiA","E1W7U7"
"GO:0050660","caiA","E1W7U7"
"GO:0016491","caiA","E1W7U7"
"GO:0005737","caiA","E1W7U7"
"GO:0016874","caiC","E1W7U5"
"GO:0009437","caiC","E1W7U5"
"GO:0016878","caiC","E1W7U5"
"GO:0003824","caiC","E1W7U5"
"GO:0016405","caiC","E1W7U5"
"GO:0003824","caiD","E1W7U4"
"GO:0016836","caiD","E1W7U4"
"GO:0009437","caiD","E1W7U4"
"GO:0016829","caiD","E1W7U4"
"GO:0009437","caiE","E1W7U3"
"GO:0016740","caiE","E1W7U3"
"GO:0097659","caiF","E1W7U2"
"GO:0016021","caiT","E1W7U8"
"GO:1900749","caiT","E1W7U8"
"GO:0005886","caiT","E1W7U8"
"GO:0005215","caiT","E1W7U8"
"GO:1902270","caiT","E1W7U8"
"GO:0022857","caiT","E1W7U8"
"GO:0016020","caiT","E1W7U8"
"GO:0015297","caiT","E1W7U8"
"GO:0044667","caiT","E1W7U8"
"GO:1900751","caiT","E1W7U8"
"GO:0009437","caiT","E1W7U8"
"GO:0006457","cbpA","E1W7E3"
"GO:0051082","cbpA","E1W7E3"
"GO:0005737","cbpA","E1W7E3"
"GO:0003681","cbpA","E1W7E3"
"GO:0009295","cbpA","E1W7E3"
"GO:0003677","cbpA","E1W7E3"
"GO:0016740","cdsA","E1W894"
"GO:0016020","cdsA","E1W894"
"GO:0016021","cdsA","E1W894"
"GO:0016024","cdsA","E1W894"
"GO:0016779","cdsA","E1W894"
"GO:0005524","citG","E1W9C0"
"GO:0016740","citG","E1W9C0"
"GO:0016310","citG","E1W9C0"
"GO:0000166","citG","E1W9C0"
"GO:0016021","citT","E1W9B9"
"GO:0022857","citT","E1W9B9"
"GO:0006814","citT","E1W9B9"
"GO:0005215","citT","E1W9B9"
"GO:0016020","citT","E1W9B9"
"GO:0015297","clcA","E1W875"
"GO:0016021","clcA","E1W875"
"GO:0005247","clcA","E1W875"
"GO:0006821","clcA","E1W875"
"GO:1902476","clcA","E1W875"
"GO:0005886","clcA","E1W875"
"GO:0006811","clcA","E1W875"
"GO:0005887","clcA","E1W875"
"GO:0005215","clcA","E1W875"
"GO:0016020","clcA","E1W875"
"GO:0015108","clcA","E1W875"
"GO:0005524","clpA","E1W6X8"
"GO:0000166","clpA","E1W6X8"
"GO:0019538","clpA","E1W6X8"
"GO:0043335","clpA","E1W6X8"
"GO:0008233","clpA","E1W6X8"
"GO:0006139","cmk","E1W711"
"GO:0005524","cmk","E1W711"
"GO:0006220","cmk","E1W711"
"GO:0046940","cmk","E1W711"
"GO:0016740","cmk","E1W711"
